threshold,precision,recall,f1
0.1,0.7565217391304347,0.8877551020408163,0.8169014084507042
0.2,0.8235294117647058,0.8571428571428571,0.84
0.3,0.8645833333333334,0.8469387755102041,0.8556701030927835
0.4,0.8645833333333334,0.8469387755102041,0.8556701030927835
0.5,0.8829787234042553,0.8469387755102041,0.8645833333333334
0.6,0.8817204301075269,0.8367346938775511,0.8586387434554974
0.7,0.8913043478260869,0.8367346938775511,0.8631578947368421
0.8,0.9080459770114943,0.8061224489795918,0.8540540540540541
0.9,0.9176470588235294,0.7959183673469388,0.8524590163934426
